0,1000,122047994
1,1000,109372678
2,1000,110513511
3,1000,110160972
4,1000,109723243
5,1000,107444534
6,1000,105924683
7,1000,109258398
8,1000,108453510
9,1000,107779762
10,1000,111440656
11,1000,106895161
12,1000,111102338
13,1000,107214272
14,1000,106875679
15,1000,110093528
16,1000,107853540
17,1000,106913095
18,1000,106909423
19,1000,106105527
20,1000,106581808
21,1000,106346314
22,1000,107324045
23,1000,106824619
24,1000,106889503
25,1000,106822480
26,1000,107280232
27,1000,107208773
28,1000,109957349
29,1000,106987045
30,1000,108332214
31,1000,106406480
32,1000,107113144
33,1000,107338674
34,1000,107697280
35,1000,107610649
36,1000,113906080
37,1000,112749287
38,1000,112797246
39,1000,112503365
40,1000,114329970
41,1000,112983229
42,1000,113306389
43,1000,113223874
44,1000,113188434
45,1000,112870406
46,1000,114026523
47,1000,113858084
48,1000,113402140
49,1000,114719926
50,1000,114634345
51,1000,113199079
52,1000,113470867
53,1000,113501304
54,1000,113557693
55,1000,113006276
56,1000,112306869
57,1000,112649600
58,1000,113386996
59,1000,114050161
60,1000,113516149
61,1000,112563565
62,1000,112776589
63,1000,113488233
64,1000,113446597
65,1000,113727425
66,1000,112449845
67,1000,112911359
68,1000,114000461
69,1000,113157889
70,1000,112400461
71,1000,112961243
72,1000,112356149
73,1000,113764315
74,1000,113454125
75,1000,112962387
76,1000,112669998
77,1000,114461420
78,1000,114096581
79,1000,114084100
80,1000,111917534
81,1000,114741442
82,1000,113321119
83,1000,112664254
84,1000,112622107
85,1000,113336577
86,1000,113563728
87,1000,112554121
88,1000,113081481
89,1000,112537203
90,1000,113107423
91,1000,112879815
92,1000,112872951
93,1000,113319972
94,1000,114159020
95,1000,113943408
96,1000,112269378
97,1000,112849690
98,1000,112042329
99,1000,113437767
0,1000,119381472
1,1000,108726237
2,1000,109795385
3,1000,107786553
4,1000,108157834
5,1000,111065833
6,1000,106459629
7,1000,107387962
8,1000,107405960
9,1000,105927670
10,1000,106480636
11,1000,107744175
12,1000,106828126
13,1000,107574959
14,1000,110772113
15,1000,108473823
16,1000,106787266
17,1000,106487787
18,1000,105917452
19,1000,106132810
20,1000,106679181
21,1000,107869267
22,1000,105585232
23,1000,107513827
24,1000,107328111
25,1000,106220494
26,1000,106280776
27,1000,112455118
28,1000,112920344
29,1000,113856800
30,1000,114000072
31,1000,113429510
32,1000,113889826
33,1000,113391190
34,1000,112765791
35,1000,112661615
36,1000,112720632
37,1000,111562877
38,1000,112566340
39,1000,113901056
40,1000,112571548
41,1000,113629521
42,1000,112271897
43,1000,113116656
44,1000,113142952
45,1000,112147078
46,1000,112874027
47,1000,114086165
48,1000,113144186
49,1000,113278344
50,1000,113188945
51,1000,114505948
52,1000,116854620
53,1000,115616144
54,1000,116493576
55,1000,116926516
56,1000,116257204
57,1000,116412779
58,1000,116034981
59,1000,116034197
60,1000,116545903
61,1000,116027279
62,1000,116209029
63,1000,115971741
64,1000,115687658
65,1000,116297842
66,1000,115297500
67,1000,115558654
68,1000,114975883
69,1000,115275695
70,1000,115827734
71,1000,116130624
72,1000,115276290
73,1000,114752848
74,1000,116183774
75,1000,115733268
76,1000,115788415
77,1000,113485770
78,1000,112622451
79,1000,113061927
80,1000,113199194
81,1000,112360331
82,1000,113113680
83,1000,114402317
84,1000,113588028
85,1000,113196413
86,1000,113834304
87,1000,114043672
88,1000,115044804
89,1000,114669732
90,1000,112996555
91,1000,113435402
92,1000,112826820
93,1000,113711872
94,1000,113814857
95,1000,114341220
96,1000,113713045
97,1000,113565866
98,1000,113883476
99,1000,115297506
