0,0,10,1044
1,0,10,498
0,0,100,6088
1,0,100,3095
0,0,1000,52653
1,0,1000,27073
0,0,2000,97425
1,0,2000,51737
0,0,3000,142535
1,0,3000,79266
0,0,4000,191111
1,0,4000,107840
0,0,5000,239711
1,0,5000,133720
0,0,6000,290946
1,0,6000,160263
0,0,10,1005
1,0,10,483
0,0,100,4971
1,0,100,2858
0,0,1000,51696
1,0,1000,27104
0,0,2000,82708
1,0,2000,52661
0,0,3000,112128
1,0,3000,70224
0,0,4000,163074
1,0,4000,95683
0,0,5000,236848
1,0,5000,116794
0,0,6000,288384
1,0,6000,140584
0,0,7000,330837
1,0,7000,165102
0,0,10,1069
1,0,10,465
0,0,100,5600
1,0,100,3219
0,0,1000,52268
1,0,1000,27014
0,0,2000,96708
1,0,2000,53804
0,0,3000,145031
1,0,3000,80058
0,0,4000,189674
1,0,4000,106954
0,0,5000,239085
1,0,5000,130165
0,0,6000,288588
1,0,6000,158497
0,0,7000,334279
1,0,7000,185384
0,0,10,1074
1,0,10,477
0,0,100,5613
1,0,100,3182
0,0,1000,51521
1,0,1000,27366
0,0,2000,95629
1,0,2000,52700
0,0,3000,144388
1,0,3000,80472
0,0,4000,188429
1,0,4000,107893
0,0,5000,237212
1,0,5000,132975
0,0,6000,285676
1,0,6000,160218
0,0,7000,332467
1,0,7000,185918
0,0,10,1044
1,0,10,427
0,0,100,5676
1,0,100,3124
0,0,1000,43890
1,0,1000,24140
0,0,2000,82773
1,0,2000,46524
0,0,3000,124060
1,0,3000,69236
0,0,4000,164124
1,0,4000,94917
0,0,5000,205678
1,0,5000,116454
0,0,6000,248984
1,0,6000,141703
0,0,7000,287240
1,0,7000,162882
0,0,10,1185
1,0,10,457
0,0,100,5576
1,0,100,3178
0,0,1000,51288
1,0,1000,27352
0,0,2000,95066
1,0,2000,53293
0,0,3000,142832
1,0,3000,79747
0,0,4000,190119
1,0,4000,107074
0,0,5000,238527
1,0,5000,132975
0,0,6000,284573
1,0,6000,158512
0,0,7000,331588
1,0,7000,187080
0,0,10,974
1,0,10,464
0,0,100,5702
1,0,100,3184
0,0,1000,52027
1,0,1000,26752
0,0,2000,95404
1,0,2000,53028
0,0,3000,143998
1,0,3000,79678
0,0,4000,188972
1,0,4000,105540
0,0,5000,235606
1,0,5000,131003
0,0,6000,286945
1,0,6000,157809
0,0,10,1176
1,0,10,379
0,0,100,5725
1,0,100,3205
0,0,1000,52234
1,0,1000,26985
0,0,2000,96603
1,0,2000,53037
0,0,3000,142594
1,0,3000,79979
0,0,4000,188647
1,0,4000,108824
0,0,5000,238476
1,0,5000,132144
0,0,6000,287371
1,0,6000,158918
0,0,7000,333605
1,0,7000,186669
0,0,10,1039
1,0,10,491
0,0,100,5576
1,0,100,3156
0,0,1000,51993
1,0,1000,26973
0,0,2000,96103
1,0,2000,52675
0,0,3000,143692
1,0,3000,80411
0,0,4000,188158
1,0,4000,107853
0,0,5000,239916
1,0,5000,131328
0,0,6000,286197
1,0,6000,159327
0,0,10,1115
1,0,10,459
0,0,100,5694
1,0,100,3179
0,0,1000,52048
1,0,1000,27185
0,0,2000,96793
1,0,2000,53673
0,0,3000,144838
1,0,3000,80057
0,0,4000,192951
1,0,4000,108813
0,0,5000,211580
1,0,5000,134363
0,0,6000,290656
1,0,6000,144801
0,0,7000,337999
1,0,7000,167693
0,0,10,1213
1,0,10,406
0,0,100,5346
1,0,100,2984
0,0,1000,46068
1,0,1000,26008
0,0,2000,96045
1,0,2000,53364
0,0,3000,123523
1,0,3000,70624
0,0,4000,191310
1,0,4000,108653
0,0,5000,205444
1,0,5000,119611
0,0,6000,250366
1,0,6000,142997
0,0,7000,287499
1,0,7000,166490
0,0,10,1105
1,0,10,412
0,0,100,5520
1,0,100,2742
0,0,1000,47364
1,0,1000,25940
0,0,2000,84218
1,0,2000,47216
0,0,3000,124874
1,0,3000,70482
0,0,4000,165620
1,0,4000,96444
0,0,5000,206608
1,0,5000,117607
0,0,6000,251211
1,0,6000,142612
0,0,7000,289350
1,0,7000,165479
0,0,10,1029
1,0,10,446
0,0,100,5532
1,0,100,3271
0,0,1000,52960
1,0,1000,26980
0,0,2000,94665
1,0,2000,53605
0,0,3000,144215
1,0,3000,80375
0,0,4000,192624
1,0,4000,107957
0,0,5000,239267
1,0,5000,134860
0,0,6000,289332
1,0,6000,158969
0,0,7000,331599
1,0,7000,186981
0,0,10,1205
1,0,10,398
0,0,100,5677
1,0,100,3087
0,0,1000,53362
1,0,1000,26809
0,0,2000,97048
1,0,2000,53919
0,0,3000,144342
1,0,3000,80384
0,0,4000,191965
1,0,4000,109202
0,0,5000,240353
1,0,5000,131636
0,0,6000,291922
1,0,6000,161637
0,0,7000,337365
1,0,7000,187778
0,0,10,1083
1,0,10,497
0,0,100,5685
1,0,100,3203
0,0,1000,46624
1,0,1000,27212
0,0,2000,84167
1,0,2000,54225
0,0,3000,125280
1,0,3000,79625
0,0,4000,190449
1,0,4000,108593
0,0,5000,239564
1,0,5000,121448
0,0,6000,291918
1,0,6000,161275
0,0,7000,335652
1,0,7000,166898
0,0,10,1163
1,0,10,425
0,0,100,4898
