0,0,1000,55847
1,0,1000,25342
0,0,1000,54459
1,0,1000,27323
0,0,1000,48024
1,0,1000,25903
0,0,1000,53887
1,0,1000,26045
0,0,1000,54361
1,0,1000,27100
0,0,1000,52623
1,0,1000,27065
0,0,1000,52307
1,0,1000,26779
0,0,1000,53059
1,0,1000,25192
0,0,1000,53700
1,0,1000,27146
0,0,1000,53564
1,0,1000,27203
0,0,1000,50164
1,0,1000,25663
0,0,1000,54135
1,0,1000,25586
0,0,1000,53124
1,0,1000,27303
0,0,1000,53292
1,0,1000,26854
0,0,1000,53446
1,0,1000,27460
0,0,1000,54155
1,0,1000,26895
0,0,1000,52846
1,0,1000,27051
0,0,1000,53211
1,0,1000,25493
0,0,1000,54107
1,0,1000,26997
0,0,1000,45309
1,0,1000,26000
0,0,1000,52788
1,0,1000,26847
0,0,1000,53162
1,0,1000,26054
0,0,1000,53440
1,0,1000,25326
0,0,1000,53402
1,0,1000,27186
0,0,1000,52966
1,0,1000,26924
0,0,1000,52347
1,0,1000,25222
0,0,1000,52658
1,0,1000,26816
0,0,1000,52793
1,0,1000,26917
0,0,1000,54096
1,0,1000,25902
0,0,1000,54036
1,0,1000,26129
0,0,1000,53672
1,0,1000,26958
0,0,1000,53656
1,0,1000,27018
0,0,1000,53679
1,0,1000,26861
0,0,1000,53331
1,0,1000,27203
0,0,1000,54055
1,0,1000,27164
0,0,1000,53750
1,0,1000,26951
0,0,1000,53497
1,0,1000,27422
0,0,1000,53849
1,0,1000,27831
0,0,1000,53955
1,0,1000,26979
0,0,1000,51554
1,0,1000,24689
0,0,1000,50049
1,0,1000,23971
0,0,1000,51680
1,0,1000,26851
0,0,1000,54183
1,0,1000,27408
0,0,1000,53845
1,0,1000,26970
0,0,1000,53472
1,0,1000,25633
0,0,1000,44784
1,0,1000,25715
0,0,1000,53771
1,0,1000,26280
0,0,1000,53724
1,0,1000,27071
0,0,1000,53406
1,0,1000,26187
0,0,1000,53949
1,0,1000,27047
