bin, star
0.037376, 28
0.04383169230769231, 76
0.050287384615384616, 19
0.056743076923076924, 8
0.06319876923076923, 0
0.06965446153846153, 0
0.07611015384615384, 0
0.08256584615384616, 0
0.08902153846153846, 0
0.09547723076923076, 2
0.10193292307692306, 8
0.10838861538461539, 2
0.11484430769230769, 5
