size, avg, 10percentile, 90percentile
1, 0.1632213202614379, 0.060105599999999995, 0.3404652
1024, 14.414938860000001, 13.7999872, 14.891353800000001
256, 3.62278054, 3.449033, 3.7685263
512, 7.01135694, 6.835307500000001, 7.1814483000000005
