num_caps, star, chain
10, 1.094, 0.44764705882352945
100, 5.565941176470588, 3.108411764705882
1000, 50.29735294117648, 26.66588235294118
2000, 92.36358823529412, 51.992999999999995
3000, 136.21370588235294, 77.0305294117647
4000, 184.25782352941175, 104.97723529411765
5000, 228.55935294117648, 127.39582352941176
6000, 278.7804375, 152.8719375
7000, 319.42023076923084, 175.07953846153848
