x,y
41.835, 0.0
42.608, 0.010101010101010102
42.815, 0.020202020202020204
42.862, 0.030303030303030304
42.991, 0.04040404040404041
43.187, 0.050505050505050504
43.281, 0.06060606060606061
43.48, 0.0707070707070707
43.738, 0.08080808080808081
44.428, 0.09090909090909091
44.558, 0.10101010101010101
44.577, 0.1111111111111111
44.712, 0.12121212121212122
44.839, 0.13131313131313133
44.916, 0.1414141414141414
44.934, 0.15151515151515152
44.936, 0.16161616161616163
44.943, 0.1717171717171717
44.997, 0.18181818181818182
45.073, 0.1919191919191919
45.081, 0.20202020202020202
45.093, 0.21212121212121213
45.106, 0.2222222222222222
45.131, 0.23232323232323232
45.188, 0.24242424242424243
45.244, 0.25252525252525254
45.269, 0.26262626262626265
45.292, 0.2727272727272727
45.3, 0.2828282828282828
45.323, 0.29292929292929293
45.336, 0.30303030303030304
45.382, 0.31313131313131315
45.413, 0.32323232323232326
45.437, 0.3333333333333333
45.453, 0.3434343434343434
45.473, 0.35353535353535354
45.49, 0.36363636363636365
45.509, 0.37373737373737376
45.516, 0.3838383838383838
45.583, 0.3939393939393939
45.622, 0.40404040404040403
45.706, 0.41414141414141414
45.717, 0.42424242424242425
45.75, 0.43434343434343436
45.784, 0.4444444444444444
45.79, 0.45454545454545453
45.803, 0.46464646464646464
45.824, 0.47474747474747475
45.833, 0.48484848484848486
45.859, 0.494949494949495
45.915, 0.5050505050505051
45.915, 0.5151515151515151
45.967, 0.5252525252525253
46.001, 0.5353535353535354
46.018, 0.5454545454545454
46.027, 0.5555555555555556
46.046, 0.5656565656565656
46.05, 0.5757575757575758
46.051, 0.5858585858585859
46.129, 0.5959595959595959
46.181, 0.6060606060606061
46.198, 0.6161616161616161
46.228, 0.6262626262626263
46.229, 0.6363636363636364
46.232, 0.6464646464646465
46.285, 0.6565656565656566
46.286, 0.6666666666666666
46.291, 0.6767676767676768
46.354, 0.6868686868686869
46.4, 0.696969696969697
46.421, 0.7070707070707071
46.422, 0.7171717171717171
46.425, 0.7272727272727273
46.468, 0.7373737373737373
46.53, 0.7474747474747475
46.542, 0.7575757575757576
46.552, 0.7676767676767676
46.586, 0.7777777777777778
46.642, 0.7878787878787878
46.654, 0.797979797979798
46.689, 0.8080808080808081
46.713, 0.8181818181818182
46.752, 0.8282828282828283
46.762, 0.8383838383838383
46.777, 0.8484848484848485
46.78, 0.8585858585858586
46.795, 0.8686868686868687
47.029, 0.8787878787878788
47.134, 0.8888888888888888
47.326, 0.898989898989899
47.484, 0.9090909090909091
47.521, 0.9191919191919192
47.669, 0.9292929292929293
47.93, 0.9393939393939394
47.942, 0.9494949494949495
48.035, 0.9595959595959596
48.467, 0.9696969696969697
48.604, 0.9797979797979798
54.784, 0.98989898989899
55.407, 1.0
