1,0,62753
1,1,62860
1,2,96502
1,3,66352
1,4,85502
1,5,77152
1,6,63091
1,7,57964
1,8,62833
1,9,58138
1,10,62911
1,11,61333
1,12,58333
1,13,59704
1,14,60956
1,15,61946
1,16,61909
1,17,63044
1,18,64702
1,19,59859
1,20,59208
1,21,58431
1,22,55505
1,23,65145
1,24,61044
1,25,61237
1,26,57754
1,27,57596
1,28,64857
1,29,60496
1,30,56509
1,31,58252
1,32,56033
1,33,58235
1,34,57664
1,35,58496
1,36,58760
1,37,59287
1,38,61971
1,39,58854
1,40,62896
1,41,58332
1,42,58019
1,43,57488
1,44,61697
1,45,139636
1,46,67683
1,47,59135
1,48,65330
1,49,57981
1,50,56773
1,51,57139
1,52,56007
1,53,57363
1,54,55055
1,55,56302
1,56,55196
1,57,56754
1,58,56588
1,59,55250
1,60,55674
1,61,57697
1,62,56130
1,63,56062
1,64,55731
1,65,56147
1,66,62578
1,67,64776
1,68,55929
1,69,59336
1,70,57373
1,71,56567
1,72,55832
1,73,56284
1,74,56459
1,75,57658
1,76,55025
1,77,56534
1,78,56112
1,79,56953
1,80,54958
1,81,56614
1,82,56598
1,83,55716
1,84,54772
1,85,55985
1,86,56776
1,87,55579
1,88,56017
1,89,56539
1,90,56305
1,91,55709
1,92,55373
1,93,56859
1,94,55610
1,95,56652
1,96,55340
1,97,56666
1,98,55439
1,99,56920
10,0,53419
10,1,56306
10,2,57012
10,3,54620
10,4,58475
10,5,59730
10,6,53729
10,7,53332
10,8,53170
10,9,53274
10,10,53797
10,11,53777
10,12,53924
10,13,49202
10,14,53339
10,15,53027
10,16,52464
10,17,67368
10,18,52998
10,19,52502
10,20,51787
10,21,52196
10,22,52186
10,23,52450
10,24,51523
10,25,51643
10,26,51981
10,27,51669
10,28,51905
10,29,52720
10,30,52621
10,31,51882
10,32,50541
10,33,51595
10,34,53259
10,35,51683
10,36,51970
10,37,51777
10,38,51656
10,39,52166
10,40,51372
10,41,51380
10,42,51519
10,43,57245
10,44,51852
10,45,51636
10,46,51600
10,47,52594
10,48,51138
10,49,51914
10,50,51318
10,51,51939
10,52,51476
10,53,51789
10,54,51771
10,55,52104
10,56,51044
10,57,51041
10,58,51682
10,59,52183
10,60,51697
10,61,48829
10,62,56110
10,63,51915
10,64,51440
10,65,51031
10,66,50787
10,67,51791
10,68,50949
10,69,51826
10,70,52742
10,71,51477
10,72,51046
10,73,51181
10,74,51655
10,75,51724
10,76,50749
10,77,56965
10,78,51795
10,79,51529
10,80,55019
10,81,52616
10,82,52679
10,83,52440
10,84,51242
10,85,51308
10,86,52117
10,87,52608
10,88,51578
10,89,51402
10,90,63562
10,91,52111
10,92,51371
10,93,51625
10,94,54543
10,95,51146
10,96,56282
10,97,51107
10,98,51697
10,99,50674
100,0,45505
100,1,44623
100,2,44546
100,3,45298
100,4,44809
100,5,45658
100,6,45274
100,7,45350
100,8,44272
100,9,44846
100,10,45414
100,11,45180
100,12,45473
100,13,44932
100,14,44718
100,15,49073
100,16,44503
100,17,44453
100,18,48935
100,19,44785
100,20,45182
100,21,43573
100,22,45733
100,23,45962
100,24,43895
100,25,44221
100,26,48580
100,27,53728
100,28,44817
100,29,45499
100,30,44225
100,31,44841
100,32,41546
100,33,44568
100,34,44284
100,35,44951
100,36,44493
100,37,49474
100,38,44089
100,39,44627
100,40,43737
100,41,44792
100,42,44224
100,43,44416
100,44,44639
100,45,45522
