bin, chain
0.022971500000000002, 32
0.02503523076923077, 71
0.02709896153846154, 13
0.029162692307692306, 5
0.031226423076923075, 10
0.033290153846153844, 0
0.03535388461538461, 0
0.03741761538461538, 1
0.03948134615384615, 3
0.04154507692307692, 3
0.04360880769230769, 1
0.04567253846153846, 5
0.04773626923076922, 4
